"ISO","year","totdeath","armconf1"
"MAR",2011,NA,NA
"MAR",2012,NA,NA
"MAR",2013,NA,NA
"MAR",2014,NA,NA
"MAR",2015,NA,NA
"MAR",2016,NA,NA
"MAR",2017,NA,NA
"MAR",2018,NA,NA
"MAR",2019,NA,NA
"MDA",2000,NA,NA
"MDA",2001,NA,NA
"MDA",2002,NA,NA
"MDA",2003,NA,NA
"MDA",2004,NA,NA
"MDA",2005,NA,NA
"MDA",2006,NA,NA
"MDA",2007,NA,NA
"MDA",2008,NA,NA
"MDA",2009,NA,NA
"MDA",2010,NA,NA
"MDA",2011,NA,NA
"MDA",2012,NA,NA
"MDA",2013,NA,NA
"MDA",2014,NA,NA
"MDA",2015,NA,NA
"MDA",2016,NA,NA
"MDA",2017,NA,NA
"MDA",2018,NA,NA
"MDA",2019,NA,NA
"MDG",2000,NA,NA
"MDG",2001,NA,NA
"MDG",2002,NA,NA
"MDG",2003,79,1
"MDG",2004,NA,NA
"MDG",2005,NA,NA
"MDG",2006,NA,NA
"MDG",2007,NA,NA
"MDG",2008,NA,NA
"MDG",2009,NA,NA
"MDG",2010,113,1
"MDG",2011,NA,NA
"MDG",2012,NA,NA
"MDG",2013,15,0
"MDG",2014,NA,NA
"MDG",2015,NA,NA
"MDG",2016,NA,NA
"MDG",2017,NA,NA
"MDG",2018,1,0
"MDG",2019,NA,NA
"MDV",2000,NA,NA
"MDV",2001,NA,NA
"MDV",2002,NA,NA
"MDV",2003,NA,NA
"MDV",2004,NA,NA
"MDV",2005,NA,NA
"MDV",2006,NA,NA
"MDV",2007,NA,NA
"MDV",2008,NA,NA
"MDV",2009,NA,NA
"MDV",2010,NA,NA
"MDV",2011,NA,NA
"MDV",2012,NA,NA
"MDV",2013,NA,NA
"MDV",2014,NA,NA
"MDV",2015,NA,NA
"MDV",2016,NA,NA
"MDV",2017,NA,NA
"MDV",2018,NA,NA
"MDV",2019,NA,NA
"MEX",2000,NA,NA
"MEX",2001,NA,NA
"MEX",2002,NA,NA
"MEX",2003,26,1
"MEX",2004,NA,NA
"MEX",2005,220,1
"MEX",2006,204,1
"MEX",2007,669,1
"MEX",2008,1943,1
"MEX",2009,2188,1
"MEX",2010,3598,1
"MEX",2011,3582,1
"MEX",2012,2893,1
"MEX",2013,1699,1
"MEX",2014,776,1
"MEX",2015,1646,1
"MEX",2016,1654,1
"MEX",2017,1320,1
"MEX",2018,1465,1
"MEX",2019,8803,1
"MHL",2000,NA,NA
"MHL",2001,NA,NA
"MHL",2002,NA,NA
"MHL",2003,NA,NA
"MHL",2004,NA,NA
"MHL",2005,NA,NA
"MHL",2006,NA,NA
"MHL",2007,NA,NA
"MHL",2008,NA,NA
"MHL",2009,NA,NA
"MHL",2010,NA,NA
"MHL",2011,NA,NA
"MHL",2012,NA,NA
"MHL",2013,NA,NA
"MHL",2014,NA,NA
"MHL",2015,NA,NA
"MHL",2016,NA,NA
"MHL",2017,NA,NA
"MHL",2018,NA,NA
"MHL",2019,NA,NA
"MKD",2000,6,0
"MKD",2001,3,0
"MKD",2002,72,1
"MKD",2003,NA,NA
"MKD",2004,NA,NA
"MKD",2005,NA,NA
"MKD",2006,NA,NA
"MKD",2007,NA,NA
"MKD",2008,NA,NA
"MKD",2009,NA,NA
"MKD",2010,NA,NA
"MKD",2011,NA,NA
"MKD",2012,NA,NA
"MKD",2013,NA,NA
"MKD",2014,NA,NA
"MKD",2015,NA,NA
"MKD",2016,NA,NA
"MKD",2017,NA,NA
"MKD",2018,NA,NA
"MKD",2019,NA,NA
"MLI",2000,59,1
"MLI",2001,NA,NA
"MLI",2002,NA,NA
"MLI",2003,5,0
"MLI",2004,NA,NA
"MLI",2005,20,0
"MLI",2006,12,0
"MLI",2007,NA,NA
"MLI",2008,39,1
"MLI",2009,113,1
"MLI",2010,127,1
"MLI",2011,28,1
"MLI",2012,23,0
"MLI",2013,359,1
"MLI",2014,881,1
"MLI",2015,291,1
"MLI",2016,256,1
"MLI",2017,182,1
"MLI",2018,605,1
"MLI",2019,1281,1
"MLT",2000,NA,NA
"MLT",2001,NA,NA
"MLT",2002,NA,NA
"MLT",2003,NA,NA
"MLT",2004,NA,NA
"MLT",2005,NA,NA
"MLT",2006,NA,NA
"MLT",2007,NA,NA
"MLT",2008,NA,NA
"MLT",2009,NA,NA
"MLT",2010,NA,NA
"MLT",2011,NA,NA
"MLT",2012,NA,NA
"MLT",2013,NA,NA
"MLT",2014,NA,NA
"MLT",2015,NA,NA
"MLT",2016,NA,NA
"MLT",2017,NA,NA
"MLT",2018,NA,NA
"MLT",2019,NA,NA
"MMR",2000,369,1
"MMR",2001,748,1
"MMR",2002,385,1
"MMR",2003,543,1
"MMR",2004,272,1
"MMR",2005,177,1
"MMR",2006,447,1
"MMR",2007,452,1
"MMR",2008,700,1
"MMR",2009,102,1
"MMR",2010,225,1
"MMR",2011,185,1
"MMR",2012,810,1
"MMR",2013,971,1
"MMR",2014,358,1
"MMR",2015,256,1
"MMR",2016,705,1
"MMR",2017,183,1
"MMR",2018,2395,1
"MMR",2019,122,1
"MNE",2000,NA,NA
"MNE",2001,NA,NA
"MNE",2002,NA,NA
"MNE",2003,NA,NA
"MNE",2004,NA,NA
"MNE",2005,NA,NA
"MNE",2006,NA,NA
"MNE",2007,NA,NA
"MNE",2008,NA,NA
"MNE",2009,NA,NA
"MNE",2010,NA,NA
"MNE",2011,NA,NA
"MNE",2012,NA,NA
"MNE",2013,NA,NA
"MNE",2014,NA,NA
"MNE",2015,NA,NA
"MNE",2016,NA,NA
"MNE",2017,NA,NA
"MNE",2018,NA,NA
"MNE",2019,NA,NA
"MNG",2000,NA,NA
"MNG",2001,NA,NA
"MNG",2002,NA,NA
"MNG",2003,NA,NA
"MNG",2004,NA,NA
"MNG",2005,NA,NA
"MNG",2006,NA,NA
"MNG",2007,NA,NA
"MNG",2008,NA,NA
"MNG",2009,NA,NA
"MNG",2010,NA,NA
"MNG",2011,NA,NA
"MNG",2012,NA,NA
"MNG",2013,NA,NA
"MNG",2014,NA,NA
"MNG",2015,NA,NA
"MNG",2016,NA,NA
"MNG",2017,NA,NA
"MNG",2018,NA,NA
"MNG",2019,NA,NA
"MOZ",2000,NA,NA
"MOZ",2001,NA,NA
"MOZ",2002,NA,NA
"MOZ",2003,NA,NA
"MOZ",2004,NA,NA
"MOZ",2005,1,0
"MOZ",2006,13,0
"MOZ",2007,NA,NA
"MOZ",2008,NA,NA
"MOZ",2009,NA,NA
"MOZ",2010,NA,NA
"MOZ",2011,7,0
"MOZ",2012,NA,NA
"MOZ",2013,2,0
"MOZ",2014,45,1
"MOZ",2015,30,1
"MOZ",2016,3,0
"MOZ",2017,68,1
"MOZ",2018,3,0
"MOZ",2019,173,1
"MRT",2000,NA,NA
"MRT",2001,NA,NA
"MRT",2002,NA,NA
"MRT",2003,NA,NA
"MRT",2004,NA,NA
"MRT",2005,NA,NA
"MRT",2006,NA,NA
"MRT",2007,NA,NA
"MRT",2008,4,0
"MRT",2009,12,0
"MRT",2010,1,0
"MRT",2011,1,0
"MRT",2012,13,0
"MRT",2013,1,0
"MRT",2014,NA,NA
"MRT",2015,NA,NA
"MRT",2016,NA,NA
"MRT",2017,NA,NA
"MRT",2018,NA,NA
"MRT",2019,NA,NA
"MUS",2000,NA,NA
"MUS",2001,NA,NA
"MUS",2002,NA,NA
"MUS",2003,NA,NA
"MUS",2004,NA,NA
"MUS",2005,NA,NA
"MUS",2006,NA,NA
"MUS",2007,NA,NA
"MUS",2008,NA,NA
"MUS",2009,NA,NA
"MUS",2010,NA,NA
"MUS",2011,NA,NA
"MUS",2012,NA,NA
"MUS",2013,NA,NA
"MUS",2014,NA,NA
"MUS",2015,NA,NA
"MUS",2016,NA,NA
"MUS",2017,NA,NA
"MUS",2018,NA,NA
"MUS",2019,NA,NA
"MWI",2000,NA,NA
"MWI",2001,NA,NA
"MWI",2002,NA,NA
"MWI",2003,NA,NA
"MWI",2004,NA,NA
"MWI",2005,NA,NA
"MWI",2006,NA,NA
"MWI",2007,NA,NA
"MWI",2008,NA,NA
"MWI",2009,NA,NA
"MWI",2010,NA,NA
"MWI",2011,NA,NA
"MWI",2012,NA,NA
"MWI",2013,NA,NA
"MWI",2014,NA,NA
"MWI",2015,NA,NA
"MWI",2016,NA,NA
"MWI",2017,NA,NA
"MWI",2018,NA,NA
"MWI",2019,NA,NA
"MYS",2000,NA,NA
"MYS",2001,NA,NA
"MYS",2002,NA,NA
"MYS",2003,NA,NA
"MYS",2004,NA,NA
"MYS",2005,NA,NA
"MYS",2006,NA,NA
"MYS",2007,NA,NA
"MYS",2008,NA,NA
"MYS",2009,NA,NA
"MYS",2010,NA,NA
"MYS",2011,NA,NA
"MYS",2012,NA,NA
"MYS",2013,NA,NA
"MYS",2014,70,1
"MYS",2015,NA,NA
"MYS",2016,NA,NA
"MYS",2017,NA,NA
"MYS",2018,1,0
"MYS",2019,NA,NA
"NAM",2000,1,0
"NAM",2001,66,1
"NAM",2002,NA,NA
"NAM",2003,5,0
"NAM",2004,NA,NA
"NAM",2005,NA,NA
"NAM",2006,NA,NA
"NAM",2007,NA,NA
"NAM",2008,NA,NA
"NAM",2009,NA,NA
"NAM",2010,NA,NA
"NAM",2011,NA,NA
"NAM",2012,NA,NA
"NAM",2013,NA,NA
"NAM",2014,NA,NA
"NAM",2015,NA,NA
"NAM",2016,NA,NA
"NAM",2017,NA,NA
"NAM",2018,NA,NA
"NAM",2019,NA,NA
"NER",2000,NA,NA
"NER",2001,NA,NA
"NER",2002,NA,NA
"NER",2003,NA,NA
"NER",2004,NA,NA
"NER",2005,4,0
"NER",2006,NA,NA
"NER",2007,NA,NA
"NER",2008,98,1
"NER",2009,56,1
"NER",2010,NA,NA
"NER",2011,NA,NA
"NER",2012,NA,NA
"NER",2013,1,0
"NER",2014,31,1
"NER",2015,5,0
"NER",2016,533,1
"NER",2017,299,1
"NER",2018,255,1
"NER",2019,181,1
"NGA",2000,3519,1
"NGA",2001,2104,1
"NGA",2002,2417,1
"NGA",2003,612,1
"NGA",2004,443,1
"NGA",2005,2118,1
"NGA",2006,216,1
"NGA",2007,225,1
"NGA",2008,153,1
"NGA",2009,425,1
"NGA",2010,530,1
"NGA",2011,980,1
"NGA",2012,1830,1
"NGA",2013,2016,1
"NGA",2014,3382,1
"NGA",2015,10338,1
"NGA",2016,9107,1
"NGA",2017,3902,1
"NGA",2018,3572,1
"NGA",2019,3225,1
"NIC",2000,NA,NA
"NIC",2001,NA,NA
"NIC",2002,NA,NA
"NIC",2003,NA,NA
"NIC",2004,NA,NA
"NIC",2005,NA,NA
"NIC",2006,NA,NA
"NIC",2007,NA,NA
"NIC",2008,NA,NA
"NIC",2009,NA,NA
"NIC",2010,NA,NA
"NIC",2011,NA,NA
"NIC",2012,NA,NA
"NIC",2013,NA,NA
"NIC",2014,NA,NA
"NIC",2015,NA,NA
"NIC",2016,NA,NA
"NIC",2017,NA,NA
"NIC",2018,NA,NA
"NIC",2019,NA,NA
"NLD",2000,NA,NA
"NLD",2001,NA,NA
"NLD",2002,NA,NA
"NLD",2003,NA,NA
"NLD",2004,NA,NA
"NLD",2005,NA,NA
"NLD",2006,NA,NA
"NLD",2007,NA,NA
"NLD",2008,NA,NA
"NLD",2009,NA,NA
"NLD",2010,NA,NA
"NLD",2011,NA,NA
"NLD",2012,NA,NA
"NLD",2013,NA,NA
"NLD",2014,NA,NA
"NLD",2015,NA,NA
"NLD",2016,0,0
"NLD",2017,NA,NA
"NLD",2018,NA,NA
"NLD",2019,NA,NA
"NOR",2000,NA,NA
"NOR",2001,NA,NA
"NOR",2002,NA,NA
"NOR",2003,NA,NA
"NOR",2004,NA,NA
"NOR",2005,NA,NA
"NOR",2006,NA,NA
"NOR",2007,NA,NA
"NOR",2008,NA,NA
"NOR",2009,NA,NA
"NOR",2010,NA,NA
"NOR",2011,NA,NA
"NOR",2012,NA,NA
"NOR",2013,NA,NA
"NOR",2014,NA,NA
"NOR",2015,NA,NA
"NOR",2016,NA,NA
"NOR",2017,NA,NA
"NOR",2018,NA,NA
"NOR",2019,NA,NA
"NPL",2000,295,1
"NPL",2001,365,1
"NPL",2002,569,1
"NPL",2003,4432,1
"NPL",2004,1732,1
"NPL",2005,2456,1
"NPL",2006,1399,1
"NPL",2007,566,1
"NPL",2008,31,1
"NPL",2009,0,0
"NPL",2010,9,0
"NPL",2011,NA,NA
"NPL",2012,NA,NA
"NPL",2013,NA,NA
"NPL",2014,NA,NA
"NPL",2015,NA,NA
"NPL",2016,NA,NA
"NPL",2017,NA,NA
"NPL",2018,NA,NA
"NPL",2019,NA,NA
"NZL",2000,NA,NA
"NZL",2001,NA,NA
"NZL",2002,NA,NA
"NZL",2003,NA,NA
"NZL",2004,NA,NA
"NZL",2005,NA,NA
"NZL",2006,NA,NA
"NZL",2007,NA,NA
"NZL",2008,NA,NA
"NZL",2009,NA,NA
"NZL",2010,NA,NA
"NZL",2011,NA,NA
"NZL",2012,NA,NA
"NZL",2013,NA,NA
"NZL",2014,NA,NA
"NZL",2015,NA,NA
"NZL",2016,NA,NA
"NZL",2017,NA,NA
"NZL",2018,NA,NA
"NZL",2019,NA,NA
"OMN",2000,NA,NA
"OMN",2001,NA,NA
"OMN",2002,NA,NA
"OMN",2003,NA,NA
"OMN",2004,NA,NA
"OMN",2005,NA,NA
"OMN",2006,NA,NA
"OMN",2007,NA,NA
"OMN",2008,NA,NA
"OMN",2009,NA,NA
"OMN",2010,NA,NA
"OMN",2011,NA,NA
"OMN",2012,NA,NA
"OMN",2013,NA,NA
"OMN",2014,NA,NA
"OMN",2015,NA,NA
"OMN",2016,NA,NA
"OMN",2017,NA,NA
"OMN",2018,NA,NA
"OMN",2019,NA,NA
"PAK",2000,57,1
"PAK",2001,59,1
"PAK",2002,42,1
"PAK",2003,170,1
"PAK",2004,242,1
"PAK",2005,430,1
"PAK",2006,153,1
"PAK",2007,427,1
"PAK",2008,1366,1
"PAK",2009,4620,1
"PAK",2010,7460,1
"PAK",2011,7226,1
"PAK",2012,3475,1
"PAK",2013,3541,1
"PAK",2014,2914,1
"PAK",2015,3620,1
"PAK",2016,2450,1
"PAK",2017,1100,1
"PAK",2018,954,1
"PAK",2019,483,1
"PAN",2000,NA,NA
"PAN",2001,NA,NA
"PAN",2002,NA,NA
"PAN",2003,NA,NA
"PAN",2004,NA,NA
"PAN",2005,NA,NA
"PAN",2006,NA,NA
"PAN",2007,NA,NA
"PAN",2008,NA,NA
"PAN",2009,NA,NA
"PAN",2010,NA,NA
"PAN",2011,NA,NA
"PAN",2012,NA,NA
"PAN",2013,NA,NA
"PAN",2014,NA,NA
"PAN",2015,NA,NA
"PAN",2016,NA,NA
"PAN",2017,NA,NA
"PAN",2018,NA,NA
"PAN",2019,NA,NA
"PER",2000,89,1
"PER",2001,5,0
"PER",2002,21,0
"PER",2003,13,0
"PER",2004,13,0
"PER",2005,3,0
"PER",2006,0,0
"PER",2007,11,0
"PER",2008,32,1
"PER",2009,40,1
"PER",2010,54,1
"PER",2011,29,1
"PER",2012,15,0
"PER",2013,NA,NA
"PER",2014,3,0
"PER",2015,14,0
"PER",2016,9,0
"PER",2017,11,0
"PER",2018,7,0
"PER",2019,NA,NA
"PHL",2000,219,1
"PHL",2001,1761,1
"PHL",2002,792,1
"PHL",2003,763,1
"PHL",2004,1132,1
"PHL",2005,470,1
"PHL",2006,487,1
"PHL",2007,434,1
"PHL",2008,483,1
"PHL",2009,566,1
"PHL",2010,1047,1
"PHL",2011,372,1
"PHL",2012,414,1
"PHL",2013,311,1
"PHL",2014,537,1
"PHL",2015,484,1
"PHL",2016,628,1
"PHL",2017,616,1
"PHL",2018,1708,1
"PHL",2019,436,1
"PNG",2000,60,1
"PNG",2001,13,0
"PNG",2002,65,1
"PNG",2003,7,0
"PNG",2004,NA,NA
"PNG",2005,NA,NA
"PNG",2006,NA,NA
"PNG",2007,NA,NA
"PNG",2008,NA,NA
"PNG",2009,NA,NA
"PNG",2010,NA,NA
"PNG",2011,NA,NA
"PNG",2012,NA,NA
"PNG",2013,57,1
"PNG",2014,NA,NA
"PNG",2015,NA,NA
"PNG",2016,NA,NA
"PNG",2017,NA,NA
"PNG",2018,NA,NA
"PNG",2019,NA,NA
"POL",2000,NA,NA
"POL",2001,NA,NA
"POL",2002,NA,NA
"POL",2003,NA,NA
"POL",2004,NA,NA
"POL",2005,NA,NA
"POL",2006,NA,NA
"POL",2007,NA,NA
"POL",2008,NA,NA
"POL",2009,NA,NA
"POL",2010,NA,NA
"POL",2011,NA,NA
"POL",2012,NA,NA
"POL",2013,NA,NA
"POL",2014,NA,NA
"POL",2015,NA,NA
"POL",2016,NA,NA
"POL",2017,NA,NA
"POL",2018,NA,NA
"POL",2019,NA,NA
"PRI",2000,NA,NA
"PRI",2001,NA,NA
"PRI",2002,NA,NA
"PRI",2003,NA,NA
"PRI",2004,NA,NA
"PRI",2005,NA,NA
"PRI",2006,NA,NA
"PRI",2007,NA,NA
"PRI",2008,NA,NA
"PRI",2009,NA,NA
"PRI",2010,NA,NA
"PRI",2011,NA,NA
"PRI",2012,NA,NA
"PRI",2013,NA,NA
"PRI",2014,NA,NA
"PRI",2015,NA,NA
"PRI",2016,NA,NA
"PRI",2017,NA,NA
"PRI",2018,NA,NA
"PRI",2019,NA,NA
"PRK",2000,NA,NA
"PRK",2001,NA,NA
"PRK",2002,NA,NA
"PRK",2003,NA,NA
"PRK",2004,NA,NA
"PRK",2005,NA,NA
"PRK",2006,NA,NA
"PRK",2007,NA,NA
"PRK",2008,NA,NA
"PRK",2009,NA,NA
"PRK",2010,NA,NA
"PRK",2011,NA,NA
"PRK",2012,NA,NA
"PRK",2013,NA,NA
"PRK",2014,NA,NA
"PRK",2015,NA,NA
"PRK",2016,NA,NA
"PRK",2017,NA,NA
"PRK",2018,NA,NA
"PRK",2019,NA,NA
"PRT",2000,NA,NA
"PRT",2001,NA,NA
"PRT",2002,NA,NA
"PRT",2003,NA,NA
"PRT",2004,NA,NA
"PRT",2005,NA,NA
"PRT",2006,NA,NA
"PRT",2007,NA,NA
"PRT",2008,NA,NA
"PRT",2009,NA,NA
"PRT",2010,NA,NA
"PRT",2011,NA,NA
"PRT",2012,NA,NA
"PRT",2013,NA,NA
"PRT",2014,NA,NA
"PRT",2015,NA,NA
"PRT",2016,NA,NA
"PRT",2017,NA,NA
"PRT",2018,NA,NA
"PRT",2019,NA,NA
"PRY",2000,NA,NA
"PRY",2001,NA,NA
"PRY",2002,NA,NA
"PRY",2003,NA,NA
"PRY",2004,NA,NA
"PRY",2005,NA,NA
"PRY",2006,NA,NA
"PRY",2007,NA,NA
"PRY",2008,NA,NA
"PRY",2009,NA,NA
"PRY",2010,NA,NA
"PRY",2011,NA,NA
"PRY",2012,NA,NA
"PRY",2013,NA,NA
"PRY",2014,NA,NA
"PRY",2015,NA,NA
"PRY",2016,NA,NA
"PRY",2017,NA,NA
"PRY",2018,NA,NA
"PRY",2019,NA,NA
"QAT",2000,NA,NA
"QAT",2001,NA,NA
"QAT",2002,NA,NA
"QAT",2003,NA,NA
"QAT",2004,NA,NA
"QAT",2005,0,0
"QAT",2006,NA,NA
"QAT",2007,NA,NA
"QAT",2008,NA,NA
"QAT",2009,NA,NA
"QAT",2010,NA,NA
"QAT",2011,NA,NA
"QAT",2012,NA,NA
"QAT",2013,NA,NA
"QAT",2014,NA,NA
"QAT",2015,NA,NA
"QAT",2016,NA,NA
"QAT",2017,NA,NA
"QAT",2018,NA,NA
"QAT",2019,NA,NA
"ROU",2000,NA,NA
"ROU",2001,NA,NA
"ROU",2002,NA,NA
"ROU",2003,NA,NA
"ROU",2004,NA,NA
"ROU",2005,NA,NA
"ROU",2006,NA,NA
"ROU",2007,NA,NA
"ROU",2008,NA,NA
"ROU",2009,NA,NA
"ROU",2010,NA,NA
"ROU",2011,NA,NA
"ROU",2012,NA,NA
"ROU",2013,NA,NA
"ROU",2014,NA,NA
"ROU",2015,NA,NA
"ROU",2016,NA,NA
"ROU",2017,NA,NA
"ROU",2018,NA,NA
"ROU",2019,NA,NA
"RUS",2000,6197,1
"RUS",2001,4333,1
"RUS",2002,992,1
"RUS",2003,1509,1
"RUS",2004,539,1
"RUS",2005,1317,1
"RUS",2006,688,1
"RUS",2007,260,1
"RUS",2008,182,1
"RUS",2009,410,1
"RUS",2010,697,1
"RUS",2011,481,1
"RUS",2012,396,1
"RUS",2013,525,1
"RUS",2014,365,1
"RUS",2015,176,1
"RUS",2016,86,1
"RUS",2017,78,1
"RUS",2018,53,1
"RUS",2019,38,1
"RWA",2000,29,1
"RWA",2001,NA,NA
"RWA",2002,2044,1
"RWA",2003,NA,NA
"RWA",2004,NA,NA
"RWA",2005,16,0
"RWA",2006,NA,NA
"RWA",2007,NA,NA
"RWA",2008,NA,NA
"RWA",2009,NA,NA
"RWA",2010,2,0
"RWA",2011,NA,NA
"RWA",2012,0,0
"RWA",2013,13,0
"RWA",2014,4,0
"RWA",2015,NA,NA
"RWA",2016,NA,NA
"RWA",2017,27,1
"RWA",2018,10,0
"RWA",2019,6,0
"SAU",2000,NA,NA
"SAU",2001,NA,NA
"SAU",2002,NA,NA
"SAU",2003,NA,NA
"SAU",2004,26,1
"SAU",2005,91,1
"SAU",2006,31,1
"SAU",2007,11,0
"SAU",2008,2,0
"SAU",2009,NA,NA
"SAU",2010,NA,NA
"SAU",2011,NA,NA
"SAU",2012,NA,NA
"SAU",2013,NA,NA
"SAU",2014,NA,NA
"SAU",2015,NA,NA
"SAU",2016,110,1
"SAU",2017,125,1
"SAU",2018,45,1
"SAU",2019,11,0
"SDN",2000,2067,1
"SDN",2001,3537,1
"SDN",2002,3719,1
"SDN",2003,3227,1
"SDN",2004,5010,1
"SDN",2005,9714,1
"SDN",2006,1505,1
"SDN",2007,2187,1
"SDN",2008,1180,1
"SDN",2009,1241,1
"SDN",2010,2689,1
"SDN",2011,1790,1
"SDN",2012,2567,1
"SDN",2013,1525,1
"SDN",2014,1959,1
"SDN",2015,1912,1
"SDN",2016,2552,1
"SDN",2017,1994,1
"SDN",2018,548,1
"SDN",2019,432,1
"SEN",2000,31,1
"SEN",2001,56,1
"SEN",2002,47,1
"SEN",2003,45,1
"SEN",2004,39,1
"SEN",2005,3,0
"SEN",2006,46,1
"SEN",2007,126,1
"SEN",2008,NA,NA
"SEN",2009,11,0
"SEN",2010,19,0
"SEN",2011,19,0
"SEN",2012,37,1
"SEN",2013,23,0
"SEN",2014,8,0
"SEN",2015,NA,NA
"SEN",2016,NA,NA
"SEN",2017,NA,NA
"SEN",2018,NA,NA
"SEN",2019,1,0
"SGP",2000,NA,NA
"SGP",2001,NA,NA
"SGP",2002,NA,NA
"SGP",2003,NA,NA
"SGP",2004,NA,NA
"SGP",2005,NA,NA
"SGP",2006,NA,NA
"SGP",2007,NA,NA
"SGP",2008,NA,NA
"SGP",2009,NA,NA
"SGP",2010,NA,NA
"SGP",2011,NA,NA
"SGP",2012,NA,NA
"SGP",2013,NA,NA
"SGP",2014,NA,NA
"SGP",2015,NA,NA
"SGP",2016,NA,NA
"SGP",2017,NA,NA
"SGP",2018,NA,NA
"SGP",2019,NA,NA
"SLB",2000,NA,NA
"SLB",2001,NA,NA
"SLB",2002,NA,NA
"SLB",2003,NA,NA
"SLB",2004,NA,NA
"SLB",2005,NA,NA
"SLB",2006,NA,NA
"SLB",2007,NA,NA
"SLB",2008,NA,NA
"SLB",2009,NA,NA
"SLB",2010,NA,NA
"SLB",2011,NA,NA
"SLB",2012,NA,NA
"SLB",2013,NA,NA
"SLB",2014,NA,NA
"SLB",2015,NA,NA
"SLB",2016,NA,NA
"SLB",2017,NA,NA
"SLB",2018,NA,NA
"SLB",2019,NA,NA
"SLE",2000,4493,1
"SLE",2001,856,1
"SLE",2002,73,1
"SLE",2003,1,0
"SLE",2004,NA,NA
"SLE",2005,NA,NA
"SLE",2006,NA,NA
"SLE",2007,NA,NA
"SLE",2008,NA,NA
"SLE",2009,NA,NA
"SLE",2010,NA,NA
"SLE",2011,NA,NA
"SLE",2012,NA,NA
"SLE",2013,NA,NA
"SLE",2014,NA,NA
"SLE",2015,NA,NA
"SLE",2016,NA,NA
"SLE",2017,NA,NA
"SLE",2018,NA,NA
"SLE",2019,NA,NA
"SLV",2000,NA,NA
"SLV",2001,NA,NA
"SLV",2002,NA,NA
"SLV",2003,NA,NA
"SLV",2004,NA,NA
"SLV",2005,NA,NA
"SLV",2006,NA,NA
"SLV",2007,NA,NA
"SLV",2008,NA,NA
"SLV",2009,NA,NA
"SLV",2010,NA,NA
"SLV",2011,NA,NA
"SLV",2012,NA,NA
"SLV",2013,NA,NA
"SLV",2014,NA,NA
"SLV",2015,NA,NA
"SLV",2016,NA,NA
"SLV",2017,NA,NA
"SLV",2018,NA,NA
"SLV",2019,NA,NA
"SOM",2000,542,1
"SOM",2001,185,1
"SOM",2002,483,1
"SOM",2003,638,1
"SOM",2004,405,1
"SOM",2005,670,1
"SOM",2006,340,1
"SOM",2007,1204,1
"SOM",2008,1620,1
"SOM",2009,1751,1
"SOM",2010,2204,1
"SOM",2011,2722,1
"SOM",2012,2118,1
"SOM",2013,2989,1
"SOM",2014,1045,1
"SOM",2015,1247,1
"SOM",2016,1250,1
"SOM",2017,2065,1
"SOM",2018,2071,1
"SOM",2019,2500,1
"SRB",2000,2173,1
"SRB",2001,NA,NA
"SRB",2002,0,0
"SRB",2003,NA,NA
"SRB",2004,NA,NA
"SRB",2005,NA,NA
"SRB",2006,NA,NA
"SRB",2007,NA,NA
"SRB",2008,NA,NA
"SRB",2009,NA,NA
"SRB",2010,NA,NA
"SRB",2011,NA,NA
"SRB",2012,NA,NA
"SRB",2013,NA,NA
"SRB",2014,NA,NA
"SRB",2015,NA,NA
"SRB",2016,NA,NA
"SRB",2017,NA,NA
"SRB",2018,NA,NA
"SRB",2019,NA,NA
"SSD",2000,NA,NA
"SSD",2001,NA,NA
"SSD",2002,NA,NA
"SSD",2003,NA,NA
"SSD",2004,NA,NA
"SSD",2005,NA,NA
"SSD",2006,NA,NA
"SSD",2007,NA,NA
"SSD",2008,NA,NA
"SSD",2009,NA,NA
"SSD",2010,NA,NA
"SSD",2011,NA,NA
"SSD",2012,1194,1
"SSD",2013,864,1
"SSD",2014,1827,1
"SSD",2015,2491,1
"SSD",2016,1137,1
"SSD",2017,1303,1
"SSD",2018,1271,1
"SSD",2019,1217,1
"STP",2000,NA,NA
"STP",2001,NA,NA
"STP",2002,NA,NA
"STP",2003,NA,NA
"STP",2004,NA,NA
"STP",2005,NA,NA
"STP",2006,NA,NA
"STP",2007,NA,NA
"STP",2008,NA,NA
"STP",2009,NA,NA
"STP",2010,NA,NA
"STP",2011,NA,NA
"STP",2012,NA,NA
"STP",2013,NA,NA
"STP",2014,NA,NA
"STP",2015,NA,NA
"STP",2016,NA,NA
"STP",2017,NA,NA
"STP",2018,NA,NA
"STP",2019,NA,NA
"SUR",2000,NA,NA
"SUR",2001,NA,NA
"SUR",2002,NA,NA
"SUR",2003,NA,NA
"SUR",2004,NA,NA
"SUR",2005,NA,NA
"SUR",2006,NA,NA
"SUR",2007,NA,NA
"SUR",2008,NA,NA
"SUR",2009,NA,NA
"SUR",2010,NA,NA
"SUR",2011,NA,NA
"SUR",2012,NA,NA
"SUR",2013,NA,NA
"SUR",2014,NA,NA
"SUR",2015,NA,NA
"SUR",2016,NA,NA
"SUR",2017,NA,NA
"SUR",2018,NA,NA
"SUR",2019,NA,NA
"SVK",2000,NA,NA
"SVK",2001,NA,NA
"SVK",2002,NA,NA
"SVK",2003,NA,NA
"SVK",2004,NA,NA
"SVK",2005,NA,NA
"SVK",2006,NA,NA
"SVK",2007,NA,NA
"SVK",2008,NA,NA
